;Available since;Garden;Latitude;Link;Listing_status;Longitude;Neighbourhood;Number of bedrooms;Number of rooms;Price;Street;Surface (m²);Total volume (m³);Type;Year built;Zipcode
43;> 3 maanden;['No'];52.38431207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002301453/van-hallstraat;Verkocht onder voorbehoud;4.87018441;Staatsliedenbuurt;2;3;475000;Van Hallstraat;94;227;Appartement;1906;1051GX
44;25-05-2018;['No'];52.35463535;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002389019/albert-cuypstraat;Beschikbaar;4.88923056;Oude Pijp;3;4;675000;Albert Cuypstraat;100;347;Appartement;[];1072CV
45;28-03-2018;['No'];52.36642068;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002341465/th-k-van-lohuizenlaan;Beschikbaar;4.94652094;Indische Buurt Oost;2;3;450000;Th. K. van Lohuizenlaan;106;320;Appartement;2001;1095DW
46;> 3 maanden;['No'];52.37647571;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002003480/joos-banckersplantsoen;Beschikbaar;4.85617746;Erasmuspark;[];3;29500;Joos Banckersplantsoen;106;320;Opslagruimte;[];1056LD
47;18-05-2018;['Yes', 'achtertuin'];52.40203107;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002382421/buiksloterbreek;Beschikbaar;4.90752132;Buiksloterham;3;4;575000;Buiksloterbreek;130;413;Woonhuis;1993;1034XD
48;> 3 maanden;['No'];52.38508089;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002204727/de-wittenkade;Beschikbaar;4.87962019;Staatsliedenbuurt;[];2;289000;De Wittenkade;54;140;Appartement;1980;1051AA
49;16-05-2018;['No'];52.36978668;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381269/jan-evertsenstraat;Beschikbaar;4.84972337;Hoofdweg en omgeving;2;3;275000;Jan Evertsenstraat;44;141;Appartement;[];1057BW
50;23-04-2018;['No'];52.37830558;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373101/esmoreitstraat;Bieding;4.85138249;Erasmuspark;2;3;275000;Esmoreitstraat;55;178;Appartement;1940;1055CJ
51;> 3 maanden;['Yes', 'Orientatie: Zuid'];52.32746101;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0001005531/van-nijenrodeweg;Verkocht onder voorbehoud;4.86937937;Buitenveldert-West;1;2;148000;Van Nijenrodeweg;35;90;Woonhuis;1965;1082JM
52;11-04-2018;['No'];52.37342464;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351860/rietlandpark;Verkocht onder voorbehoud;4.93527634;Oostelijk Havengebied;2;3;375000;Rietlandpark;85;264;Appartement;[];1019DT
53;25-05-2018;['No'];52.36848539;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385691/orteliusstraat;Beschikbaar;4.85015026;Erasmuspark;1;2;289000;Orteliusstraat;55;190;Appartement;1927;1057BH
54;> 3 maanden;['No'];52.35338117;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002234003/tweede-schinkelstraat;Verkocht onder voorbehoud;4.8550594;Schinkelbuurt;[];4;495000;Tweede Schinkelstraat;90;296;Opslagruimte;1911;1075TN
55;> 3 maanden;['No'];52.36360269;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002246459/oeverpad;Beschikbaar;4.8077211;Osdorp-Oost;3;4;525000;Oeverpad;170;504;Appartement;2006;1068PM
56;28-03-2018;['No'];52.38067977;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002341212/goudsbloemstraat;Verkocht onder voorbehoud;4.88450262;Jordaan;3;4;925000;Goudsbloemstraat;134;448;Appartement;1934;1015JK
57;30-04-2018;['No'];52.36154234;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365798/kanaalstraat;Beschikbaar;4.86115682;Overtoomse Sluis;1;2;315000;Kanaalstraat;48;155;Appartement;1906;1054XD
58;24-05-2018;['No'];52.34615247;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385763/waverstraat;Beschikbaar;4.90922592;Rijnbuurt;1;2;300000;Waverstraat;47;170;Appartement;1924;1079VM
59;> 3 maanden;['No'];52.37189904;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002301016/herengracht;Beschikbaar;4.8866873;Grachtengordel-West;2;5;995000;Herengracht;158;474;Appartement;1750;1016BV
60;17-04-2018;['No'];52.29975486;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002357079/lambert-rimastraat;Beschikbaar;4.99935786;Gein;[];5;290000;Lambert Rimastraat;112;282;Woonhuis;1986;1106ZT
61;> 3 maanden;['No'];52.38196825;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380082/brouwersgracht;Beschikbaar;4.88526646;Haarlemmerbuurt;1;2;285000;Brouwersgracht;39;65;Woonhuis;1927;1015GH
62;> 3 maanden;['No'];52.31375141;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0001913222/1e-kekerstraat;Beschikbaar;4.98137389;Bijlmer-Oost (E, G, K);2;2;219000;1e Kekerstraat;90;250;Woonhuis;2008;1104VA
63;22-05-2018;['No'];52.38045106;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384693/lucellestraat;Beschikbaar;4.84883039;Erasmuspark;3;4;275000;Lucellestraat;60;194;Appartement;1941;1055HS
64;12-04-2018;['No'];52.37572309;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002353744/leliegracht;Beschikbaar;4.8855721;Grachtengordel-West;2;3;525000;Leliegracht;60;225;Appartement;[];1015DH
65;> 3 maanden;['No'];52.35736146;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373082/langswater;Verkocht onder voorbehoud;4.78891013;De Punt;3;4;185000;Langswater;72;227;Appartement;1966;1069EE
66;> 3 maanden;['No'];52.40294292;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366524/amerbos;Verkocht onder voorbehoud;4.94555536;Buikslotermeer;3;4;250000;Amerbos;85;280;Appartement;1967;1025ZM
67;> 3 maanden;['No'];52.36521038;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002325341/delistraat;Verkocht onder voorbehoud;4.93305495;Indische Buurt West;[];1;175000;Delistraat;27;92;Opslagruimte;1903;1094CW
68;16-03-2018;['No'];52.35681945;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002332220/eerste-oosterparkstraat;Beschikbaar;4.91109272;Weesperzijde;2;3;385000;Eerste Oosterparkstraat;74;187;Appartement;1983;1091GX
69;> 3 maanden;['No'];52.35649965;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002344936/langswater;Beschikbaar;4.78911258;De Punt;3;4;215000;Langswater;72;210;Appartement;1963;1069ED
70;06-03-2018;['No'];52.3692207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315588/rapenburgerstraat;Beschikbaar;4.90841942;Nieuwmarkt/Lastage;1;2;415000;Rapenburgerstraat;55;168;Appartement;1964;1011VK
71;> 3 maanden;['Yes'];52.35680572;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385736/ijburglaan;Beschikbaar;4.99292904;IJburg West;2;3;425000;IJburglaan;104;168;Appartement;2006;1087CL
72;> 3 maanden;['No'];52.3729482;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002334406/geldersekade;Beschikbaar;4.90121314;Nieuwmarkt/Lastage;1;2;450000;Geldersekade;70;250;Appartement;1650;1011EN
73;> 3 maanden;['No'];52.37121904;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002319602/prinsengracht;Beschikbaar;4.88317082;Grachtengordel-West;1;2;295000;Prinsengracht;38;250;Appartement;1970;1016HM
74;> 3 maanden;['No'];52.37696148;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002302939/singel;Beschikbaar;4.89152056;Grachtengordel-West;5;10;2550000;Singel;336;1181;Woonhuis;[];1015AD
75;> 3 maanden;['No'];52.35161893;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002244057/h-gerhardstraat;Beschikbaar;4.80162494;Osdorp-Midden;[];2;299000;H. Gerhardstraat;59;180;Appartement;[];1069TD
76;> 3 maanden;['No'];52.36087268;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376720/suze-robertsonstraat;Beschikbaar;4.83888698;Overtoomse Veld;1;2;250000;Suze Robertsonstraat;47;165;Appartement;[];1062BV
77;> 3 maanden;['No'];52.38432467;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002349671/fritz-conijnstraat;Verkocht onder voorbehoud;4.83707674;Slotermeer-Noordoost;2;3;225000;Fritz Conijnstraat;57;210;Opslagruimte;1955;1063CC
78;05-04-2018;['No'];52.3810685;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002346528/granidastraat;Beschikbaar;4.8482354;Landlust;2;3;325000;Granidastraat;72;234;Appartement;1941;1055HP
79;> 3 maanden;['No'];52.40817484;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350600/bramzeilhof;Beschikbaar;4.92235674;Banne Buiksloot;2;3;265000;Bramzeilhof;75;287;Appartement;1971;1034LL
80;15-03-2018;['Yes', 'achtertuin'];52.38778333;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331183/van-der-pekstraat;Verkocht onder voorbehoud;4.90917379;Volewijck;1;2;269000;Van der Pekstraat;44;132;Appartement;1919;1031EB
81;> 3 maanden;['Yes', 'zonneterras'];52.35079297;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002243152/jan-vrijmanstraat;Beschikbaar;5.00111357;IJburg Zuid;4;5;659000;Jan Vrijmanstraat;150;420;Woonhuis;2007;1087MB
82;04-05-2018;['No'];52.37169658;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370996/jacob-burggraafstraat;Bieding;4.92303274;Oostelijke Eilanden/Kadijken;1;2;470000;Jacob Burggraafstraat;112;450;Appartement;2004;1018WA
83;07-03-2018;['No'];52.37584454;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002372671/lijnbaansgracht;Verkocht onder voorbehoud;4.87822798;Jordaan;5;7;850000;Lijnbaansgracht;148;523;Woonhuis;1862;1015GX
84;> 3 maanden;['No'];52.34779587;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002307785/teslastraat;Beschikbaar;4.94111423;Betondorp;2;3;425000;Teslastraat;98;308;Appartement;1999;1098VM
85;25-04-2018;['No'];52.34888157;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379188/vincent-van-goghstraat;Verkocht onder voorbehoud;4.89098292;Scheldebuurt;2;3;325000;Vincent van Goghstraat;55;137;Appartement;1906;1072DA
86;24-05-2018;['No'];52.37652146;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002386056/prinsengracht;Beschikbaar;4.88521062;Grachtengordel-West;2;3;489000;Prinsengracht;70;161;Woonhuis;1928;1015DT
87;> 3 maanden;['No'];52.36585963;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002316090/president-allendelaan;Beschikbaar;4.80792654;Osdorp-Oost;3;4;475000;President Allendelaan;129;435;Appartement;2006;1068VM
88;> 3 maanden;['No'];52.35055206;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373074/jan-van-zutphenstraat;Verkocht onder voorbehoud;4.80216739;Osdorp-Midden;2;3;315000;Jan van Zutphenstraat;74;230;Appartement;2008;1069RR
89;04-05-2018;['Yes', 'achtertuin'];52.29104865;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002371011/wethouder-vospad;Verkocht onder voorbehoud;4.99210511;Gein;4;5;265000;Wethouder Vospad;100;290;Woonhuis;1986;1107DG
90;05-04-2018;['No'];52.34330585;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002348583/niersstraat;Verkocht onder voorbehoud;4.8944938;Scheldebuurt;2;3;589000;Niersstraat;97;260;Appartement;1930;1078VK
91;11-04-2018;['No'];52.36311447;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351828/ijburglaan;Verkocht onder voorbehoud;4.97948374;IJburg West;2;3;325000;IJburglaan;84;259;Appartement;2007;1086XT
92;> 3 maanden;['No'];52.38092532;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002267216/willem-de-zwijgerlaan;Beschikbaar;4.86104223;De Krommert;1;1;174000;Willem de Zwijgerlaan;34;259;Appartement;1959;1055RD
93;07-03-2018;['No'];52.3789847;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315690/karthuizersdwarsstraat;Beschikbaar;4.88112925;Jordaan;4;5;1100000;Karthuizersdwarsstraat;158;609;Appartement;[];1015KP
94;12-04-2018;['No'];52.35594723;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352547/haarlemmermeerstraat;Verkocht onder voorbehoud;4.8500965;Hoofddorppleinbuurt;2;3;449000;Haarlemmermeerstraat;84;222;Appartement;1932;1058KC
95;> 3 maanden;['No'];52.36384148;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351909/plantage-badlaan;Verkocht onder voorbehoud;4.91624398;Weesperbuurt/Plantage;2;4;695000;Plantage Badlaan;105;350;Appartement;[];1018TE
96;26-04-2018;['No'];52.34531034;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364431/parnassusweg;Verkocht onder voorbehoud;4.86723402;Stadionbuurt;2;4;625000;Parnassusweg;102;285;Appartement;1931;1076AR
97;> 3 maanden;['No'];52.37313303;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362565/geuzenstraat;Verkocht onder voorbehoud;4.86442619;De Krommert;1;3;215000;Geuzenstraat;48;166;Appartement;1934;1056KB
98;15-03-2018;['Yes', 'achtertuin'];52.38772923;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331181/van-der-pekstraat;Verkocht onder voorbehoud;4.90913031;Volewijck;1;2;269000;Van der Pekstraat;44;132;Appartement;1919;1031EB
99;19-05-2018;['No'];52.35609068;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382670/derde-oosterparkstraat;Beschikbaar;4.91615129;Oosterparkbuurt;3;4;649000;Derde Oosterparkstraat;104;249;Appartement;2014;1091KA
100;10-04-2018;['No'];52.35624366;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002352025/daniel-stalpertstraat;Beschikbaar;4.8912529;Oude Pijp;[];1;210000;Daniël Stalpertstraat;33;100;Woonhuis;1915;1072XC
101;> 3 maanden;['No'];52.35526395;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002125123/newtonstraat;Beschikbaar;4.93618054;Middenmeer;3;4;549500;Newtonstraat;109;100;Appartement;1929;1098GX
102;> 3 maanden;['No'];52.36925849;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0001044595/entrepothof;Beschikbaar;4.9363613;Oostelijk Havengebied;[];4;40000;Entrepothof;109;100;Opslagruimte;2000;1019DK
103;> 3 maanden;['No'];52.37125486;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0001044592/borneolaan;Beschikbaar;4.93664937;Oostelijk Havengebied;[];4;40000;Borneolaan;109;100;Opslagruimte;2000;1019HX
104;> 3 maanden;['No'];52.36778199;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331940/chassestraat;Verkocht onder voorbehoud;4.86164077;De Krommert;2;3;375000;Chassestraat;68;250;Appartement;[];1057HW
105;08-05-2018;['No'];52.38178177;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375308/de-kempenaerstraat;Verkocht onder voorbehoud;4.86909766;Staatsliedenbuurt;1;2;235000;De Kempenaerstraat;37;122;Appartement;1908;1051CN
106;> 3 maanden;['Yes', 'Op het Oosten'];52.32448781;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002358193/emanzana;Beschikbaar;4.9648325;Bijlmer-Oost (E, G, K);3;6;324500;Emanzana;131;122;Woonhuis;2008;1103AV
107;> 3 maanden;['Yes'];52.41470974;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002354924/marsstraat;Beschikbaar;4.88301414;Tuindorp Oostzaan;2;3;250000;Marsstraat;58;122;Woonhuis;1923;1033VP
108;> 3 maanden;['No'];52.36273088;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002368651/kerkstraat;Verkocht onder voorbehoud;4.89294212;Grachtengordel-Zuid;[];3;550000;Kerkstraat;91;360;Appartement;[];1017HA
109;> 3 maanden;['No'];52.37984652;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001974222/binnen-wieringerstraat;Verkocht onder voorbehoud;4.89281506;Haarlemmerbuurt;3;5;795000;Binnen Wieringerstraat;158;373;Appartement;1737;1013EA
110;06-04-2018;['No'];52.32449368;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002348305/groenhoven;Verkocht onder voorbehoud;4.97671388;Bijlmer-Oost (E, G, K);1;2;169000;Groenhoven;52;144;Appartement;1976;1103LD
111;> 3 maanden;['No'];52.32507566;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001880035/chestertonlaan;Beschikbaar;4.9461244;Bijlmer-Centrum (D, F, H);1;2;100000;Chestertonlaan;43;106;Appartement;1984;1102ZA
112;> 3 maanden;['No'];52.38326145;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002252348/sara-burgerhartstraat;Verkocht onder voorbehoud;4.84822344;Landlust;2;3;315000;Sara Burgerhartstraat;75;235;Appartement;1950;1055LB
113;> 3 maanden;['No'];52.37777739;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001755154/hekelveld;Beschikbaar;4.8953592;Burgwallen-Nieuwe Zijde;2;3;750000;Hekelveld;106;275;Appartement;1850;1012SN
114;> 3 maanden;['No'];52.35719037;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376706/beukenplein;Beschikbaar;4.91845775;Oosterparkbuurt;1;2;280000;Beukenplein;44;150;Appartement;[];1092BA
115;> 3 maanden;['No'];52.35457466;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001277800/lederambachtstraat;Beschikbaar;4.79594937;Osdorp-Midden;1;2;197500;Lederambachtstraat;70;191;Appartement;2004;1069HM
116;19-04-2018;['No'];52.32408381;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357876/dickenslaan;Verkocht onder voorbehoud;4.94526881;Bijlmer-Centrum (D, F, H);2;3;200000;Dickenslaan;73;219;Appartement;1983;1102ZW
117;> 3 maanden;['Yes', 'ja'];52.36898328;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002345941/orteliuskade;Verkocht onder voorbehoud;4.84895489;Overtoomse Veld;2;3;325000;Orteliuskade;58;190;Appartement;[];1057AM
118;25-05-2018;['No'];52.37150021;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386781/kloveniersburgwal;Beschikbaar;4.89879145;Nieuwmarkt/Lastage;3;4;665000;Kloveniersburgwal;106;355;Appartement;[];1012CW
119;> 3 maanden;"['Yes', 'achtertuin;voortuin']";52.35396206;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002091573/m-gandhilaan;Beschikbaar;4.77969391;Middelveldsche Akerpolder en Sloten;4;5;342500;M. Gandhilaan;109;270;Woonhuis;1989;1069NC
120;> 3 maanden;['No'];52.37669788;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002320817/knsm-laan;Verkocht onder voorbehoud;4.93809202;Oostelijk Havengebied;[];4;625000;KNSM-laan;123;375;Appartement;2000;1019LL
121;09-05-2018;['No'];52.37799474;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380103/singel;Beschikbaar;4.89359445;Grachtengordel-West;1;2;449000;Singel;64;137;Woonhuis;1961;1012VC
122;25-05-2018;['No'];52.35448997;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385975/smitstraat;Beschikbaar;4.92197973;Transvaalbuurt;[];3;375000;Smitstraat;72;210;Appartement;1912;1092XS
123;12-04-2018;['No'];52.34500638;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374140/biesboschstraat;Verkocht onder voorbehoud;4.89710181;Scheldebuurt;2;4;495000;Biesboschstraat;86;305;Appartement;1930;1078MN
124;03-05-2018;['No'];52.40177046;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371010/elpermeer;Verkocht onder voorbehoud;4.94929932;Buikslotermeer;3;4;249112;Elpermeer;86;268;Appartement;1966;1025AL
125;> 3 maanden;['No'];52.3731104;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002322489/panamakade;Verkocht onder voorbehoud;4.94488324;Oostelijk Havengebied;[];5;900000;Panamakade;165;547;Woonhuis;1999;1019AX
126;> 3 maanden;['No'];52.31991079;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329182/bijlmerdreef;Verkocht onder voorbehoud;4.96672405;Bijlmer-Oost (E, G, K);[];5;199000;Bijlmerdreef;100;280;Opslagruimte;2000;1103TB
127;23-05-2018;"['Yes', 'achtertuin;patio/atrium']";52.35791816;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385088/stadhouderskade;Beschikbaar;4.90058506;Oude Pijp;4;7;1400000;Stadhouderskade;217;583;Appartement;[];1074AX
128;12-05-2018;['No'];52.35152975;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375612/van-der-helstplein;Beschikbaar;4.89451993;Diamantbuurt;2;3;395000;Van der Helstplein;64;205;Appartement;1917;1072PH
129;01-05-2018;['No'];52.39034415;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366836/nova-zemblastraat;Beschikbaar;4.88089675;Spaarndammer- en Zeeheldenbuurt;1;2;265000;Nova Zemblastraat;51;167;Appartement;1981;1013RJ
130;> 3 maanden;['No'];52.38757769;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002280980/oleanderstraat;Verkocht onder voorbehoud;4.90944042;Volewijck;3;4;475000;Oleanderstraat;92;279;Appartement;1919;1031GP
131;19-04-2018;['No'];52.37079432;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357913/nieuwe-hoogstraat;Beschikbaar;4.89979773;Nieuwmarkt/Lastage;2;3;525000;Nieuwe Hoogstraat;88;215;Appartement;1890;1011HC
132;07-05-2018;['No'];52.33191468;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372082/havikshorst;Beschikbaar;4.8850694;Buitenveldert-Oost;2;3;325000;Havikshorst;78;243;Appartement;1965;1083TP
133;> 3 maanden;['No'];52.37320673;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377393/raadhuisstraat;Beschikbaar;4.88774452;Grachtengordel-West;1;2;275000;Raadhuisstraat;40;125;Appartement;1906;1016DB
134;> 3 maanden;['No'];52.34908665;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002252234/eva-besnyostraat;Verkocht onder voorbehoud;5.0098903;IJburg Zuid;3;4;425000;Eva Besnyostraat;117;403;Woonhuis;2010;1087LM
135;18-05-2018;['No'];52.38053216;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002382415/brouwersgracht;Beschikbaar;4.88785295;Haarlemmerbuurt;2;3;519000;Brouwersgracht;73;157;Woonhuis;1910;1015GD
136;> 3 maanden;['No'];52.37117057;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370851/singel;Beschikbaar;4.88870722;Grachtengordel-West;[];2;445000;Singel;62;249;Appartement;1750;1012WG
137;07-04-2018;['No'];52.35536671;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002368093/maria-austriastraat;Verkocht onder voorbehoud;4.99806466;IJburg West;[];7;539000;Maria Austriastraat;146;470;Woonhuis;2005;1087GX
138;> 3 maanden;['No'];52.39276794;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002383750/spaarndammerdijk;Beschikbaar;4.8718928;Spaarndammer- en Zeeheldenbuurt;1;2;270000;Spaarndammerdijk;46;150;Appartement;1919;1013ZW
139;> 3 maanden;['No'];52.37215074;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385579/admiralengracht;Beschikbaar;4.85575934;Hoofdweg en omgeving;2;3;325000;Admiralengracht;62;185;Appartement;[];1056DZ
140;16-04-2018;['Yes', 'zonneterras'];52.36122796;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002354761/vossiusstraat;Beschikbaar;4.88183093;Museumkwartier;2;3;995000;Vossiusstraat;95;327;Appartement;[];1071AB
