;Available since;Coordinates;Garden;Listing_status;Neighbourhood;Number of bedrooms;Number of rooms;Price;Surface (m²);Total volume (m³);Year built;Zipcode;link
113;> 3 maanden;('4.8634075300', '52.3611568600');['N', 'e', 'e'];Beschikbaar;Overtoomse Sluis;3;3;339.000;56;154;1910;1054VG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002291356/brederodestraat
"
114;19-04-2018;('4.9311120100', '52.4056743600');"['Ja', 'achtertuin;voortuin']";Verkocht onder voorbehoud;Buikslotermeer;4;5;569.000;141;530;2008;1022KC;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002357971/m-j-e-lippitsstraat
"
115;> 3 maanden;('4.8884097300', '52.3636735600');['Ja', 'zonneterras'];Bieding;Grachtengordel-Zuid;3;7;775.000;112;425;1977;1017GG;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002369910/kerkstraat
"
116;> 3 maanden;('4.9276613700', '52.3628887200');['N', 'e', 'e'];Verkocht onder voorbehoud;Dapperbuurt;1;2;250.000;43;135;1881;1093GB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357423/eerste-van-swindenstraat
"
117;13-04-2018;('4.8670063000', '52.3684977400');['N', 'e', 'e'];Verkocht onder voorbehoud;Kinkerbuurt;2;3;385.000;75;261;1875;1053AR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002353810/agatha-dekenstraat
"
118;> 3 maanden;('4.9105530300', '52.3646995100');['N', 'e', 'e'];Verkocht onder voorbehoud;Weesperbuurt/Plantage;2;3;399.000;60;218;1875;1018WC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002279399/roetersstraat
"
119;16-05-2018;('4.8912125400', '52.3519743100');['N', 'e', 'e'];Beschikbaar;Oude Pijp;1;2;269.000;31;132;1889;1072LT;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380187/ferdinand-bolstraat
"
120;> 3 maanden;('4.8461613500', '52.3524330700');['N', 'e', 'e'];Beschikbaar;Hoofddorppleinbuurt;2;3;375.000;60;200;1933;1058TS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381799/westlandgracht
"
121;08-05-2018;('4.9220753200', '52.3705783500');['Ja', 'achtertuin'];Beschikbaar;Oostelijke Eilanden/Kadijken;1;2;325.000;59;184;1983;1018LR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373147/poolstraat
"
122;16-05-2018;('4.8576503300', '52.3527456700');['Ja', 'zijtuin'];Beschikbaar;Willemspark;8;13;4.450.000;494;2.028;1910;1075BX;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002379124/waldeck-pyrmontlaan
"
123;02-05-2018;('4.8444993100', '52.3759770300');['N', 'e', 'e'];Beschikbaar;De Kolenkit;8;1;175.000;28;2.028;2012;1055AA;"https://www.pararius.nl/overig-te-koop/amsterdam/PB0002368607/bos-en-lommerplantsoen
"
124;20-03-2018;('4.8760959200', '52.3620571700');['N', 'e', 'e'];Beschikbaar;Museumkwartier;3;4;1.250.000;127;467;1871;1054GG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350810/vondelstraat
"
125;> 3 maanden;('4.8703356600', '52.3473911100');['N', 'e', 'e'];Beschikbaar;Apollobuurt;4;6;1.750.000;250;877;1932;1077PX;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002282266/raphaelplein
"
126;29-03-2018;('4.8022909200', '52.3411783800');['Ja', 'achtertuin'];Beschikbaar;Middelveldsche Akerpolder en Sloten;3;4;598.000;132;556;1990;1066CE;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002342200/sloterweg
"
127;29-03-2018;('4.8022909200', '52.3411783800');['N', 'e', 'e'];Beschikbaar;Middelveldsche Akerpolder en Sloten;3;4;598.000;132;556;1990;1066CE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002336016/joos-banckersplantsoen
"
128;07-05-2018;('4.8382937700', '52.3643236100');['N', 'e', 'e'];Beschikbaar;Westindische buurt;2;3;340.000;83;232;2009;1061AX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372457/postjesweg
"
129;> 3 maanden;('4.9743514200', '52.3245843200');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);3;4;215.000;109;331;1975;1103KK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002220518/gouden-leeuw
"
130;21-03-2018;('4.9244375600', '52.3763846700');['N', 'e', 'e'];Verkocht onder voorbehoud;Oostelijk Havengebied;2;3;460.000;85;220;2004;1019HD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002334686/veembroederhof
"
131;> 3 maanden;('4.7888954500', '52.3573613900');['N', 'e', 'e'];Beschikbaar;De Punt;2;3;200.000;71;225;1966;1069EE;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002380632/langswater
"
132;> 3 maanden;('4.7888954500', '52.3573613900');['N', 'e', 'e'];Beschikbaar;De Punt;2;3;200.000;71;225;1966;1069EE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375842/singel
"
133;> 3 maanden;('4.7888954500', '52.3573613900');['N', 'e', 'e'];Beschikbaar;De Punt;2;3;200.000;71;225;1966;1069EE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002349975/hekelveld
"
134;> 3 maanden;('4.9664093900', '52.4073059200');['Ja', 'voortuin achtertuin'];Beschikbaar;Waterland;5;6;775.000;135;380;1990;1027AM;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002228086/torenven
"
135;> 3 maanden;('4.8851226700', '52.3635338400');['N', 'e', 'e'];Beschikbaar;De Weteringschans;1;2;319.000;45;380;1900;1017RE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001917222/leidsekruisstraat
"
136;> 3 maanden;('4.8954493700', '52.3765317400');['N', 'e', 'e'];Beschikbaar;Burgwallen-Nieuwe Zijde;1;1;350.000;45;120;1906;1012NC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002228961/sint-jacobsstraat
"
137;> 3 maanden;('4.8443866200', '52.3760581700');['N', 'e', 'e'];Beschikbaar;De Kolenkit;1;1;176.000;28;80;2015;1055AA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001872307/bos-en-lommerplantsoen
"
138;07-04-2018;('4.9980646600', '52.3553667100');['N', 'e', 'e'];Verkocht onder voorbehoud;IJburg West;1;7;539.000;146;470;2005;1087GX;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002368093/maria-austriastraat
"
139;09-05-2018;('4.8021823000', '52.3505341600');['N', 'e', 'e'];Bieding;Osdorp-Midden;2;3;325.000;70;222;2008;1069RR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374046/jan-van-zutphenstraat
"
140;> 3 maanden;('4.9422414100', '52.4007824800');['N', 'e', 'e'];Verkocht onder voorbehoud;Buikslotermeer;1;2;160.000;44;155;1968;1025CJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362548/zilverberg
"
141;22-03-2018;('4.9074341800', '52.3584943700');['N', 'e', 'e'];Verkocht onder voorbehoud;Weesperzijde;1;1;195.000;29;94;1983;1091RP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002336107/swammerdamstraat
"
142;06-03-2018;('4.9084194200', '52.3692207000');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;1;2;385.000;49;156;1964;1011VK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315602/rapenburgerstraat
"
143;09-05-2018;('4.9257441200', '52.3679593100');['N', 'e', 'e'];Beschikbaar;Oostelijke Eilanden/Kadijken;1;2;295.000;55;140;1986;1018NW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374179/czaar-peterstraat
"
144;18-04-2018;('4.9965089000', '52.3570153200');['N', 'e', 'e'];Verkocht onder voorbehoud;IJburg West;2;3;350.000;108;336;2010;1087EH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356870/erich-salomonstraat
"
145;> 3 maanden;('4.9913996600', '52.2994948100');['Ja', 'Achtertuin van ca. 50 m2.'];Beschikbaar;Gein;3;4;249.000;90;250;1986;1106WH;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002299723/anne-kooistrahof
"
146;> 3 maanden;('4.9262870600', '52.3609240500');['Ja', 'ja'];Verkocht onder voorbehoud;Dapperbuurt;1;2;275.000;59;220;1981;1093XC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002309038/van-swindendwarsstraat
"
147;28-03-2018;('4.8533849900', '52.3693358800');['N', 'e', 'e'];Verkocht onder voorbehoud;Hoofdweg en omgeving;2;3;275.000;51;160;1924;1057CD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002313293/cabralstraat
"
148;27-03-2018;('4.7966121200', '52.3510996900');['N', 'e', 'e'];Beschikbaar;Osdorp-Oost;2;3;275.000;87;290;2006;1069SE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002341456/pieter-calandlaan
"
149;19-04-2018;('4.9067684700', '52.3481198200');['Ja', 'achtertuin'];Verkocht onder voorbehoud;IJselbuurt;2;3;395.000;70;230;1925;1078TL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379078/korte-meerhuizenstraat
"
150;> 3 maanden;('4.9184577500', '52.3571903700');['N', 'e', 'e'];Beschikbaar;Oosterparkbuurt;1;2;280.000;44;150;1925;1092BA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376706/beukenplein
"
151;04-04-2018;('4.8613627000', '52.3788536300');['N', 'e', 'e'];Beschikbaar;Landlust;2;3;300.000;52;140;1935;1055WG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002346240/jan-den-haenstraat
"
152;> 3 maanden;('4.9233911100', '52.3795532200');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;1;3;350.000;70;176;1997;1019RS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002228920/sumatrakade
"
153;> 3 maanden;('4.9355996700', '52.3705138700');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;1;3;40.000;70;176;2000;1019DP;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0001044593/dirk-vreekenstraat
"
154;18-05-2018;('4.8475923400', '52.3796005800');['N', 'e', 'e'];Beschikbaar;Erasmuspark;3;4;289.000;66;215;1940;1055HC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002383061/trouringhstraat
"
155;01-05-2018;('4.8799285000', '52.3491402900');['Ja', 'achtertuin'];Beschikbaar;Apollobuurt;6;9;3.500.000;400;1.150;1940;1077GD;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002366723/bachstraat
"
156;30-04-2018;('4.8611568200', '52.3615423400');['N', 'e', 'e'];Beschikbaar;Overtoomse Sluis;1;2;315.000;48;155;1906;1054XD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365798/kanaalstraat
"
157;> 3 maanden;('4.8770517100', '52.3338307300');['N', 'e', 'e'];Beschikbaar;Buitenveldert-West;1;2;330.000;75;215;1964;1082TP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362625/heringa-state
"
158;12-03-2018;('4.8595188100', '52.3523765300');['N', 'e', 'e'];Beschikbaar;Willemspark;3;4;1.100.000;157;520;1894;1075EH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002318865/koninginneweg
"
159;> 3 maanden;('4.9221133200', '52.3725557900');['N', 'e', 'e'];Beschikbaar;Oostelijke Eilanden/Kadijken;2;3;425.000;74;185;1990;1018WA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002217454/jacob-burggraafstraat
"
160;19-04-2018;('4.9249162000', '52.3558226700');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Transvaalbuurt;2;3;449.000;76;279;1909;1092GH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357603/pretoriusstraat
"
161;19-04-2018;('4.9249162000', '52.3558226700');['N', 'e', 'e'];Verkocht onder voorbehoud;Transvaalbuurt;2;3;449.000;76;279;1909;1092GH;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002203320/dorpsstraat-holysloot
"
162;> 3 maanden;('4.9996900200', '52.3541407300');['N', 'e', 'e'];Verkocht onder voorbehoud;IJburg West;2;3;344.000;126;378;2005;1087JC;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329130/maria-austriastraat
"
163;18-04-2018;('4.9355930500', '52.3524126000');['N', 'e', 'e'];Beschikbaar;Frankendael;2;3;1.200.000;148;499;1928;1098KM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357920/linnaeushof
"
164;13-03-2018;('4.9781793800', '52.3087072500');['Ja'];Beschikbaar;Nellestein;2;3;170.000;59;1.895;1980;1108CR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002330427/leusdenhof
"
165;09-03-2018;('4.7866996900', '52.3482276400');['Ja', 'achtertuin'];Beschikbaar;Middelveldsche Akerpolder en Sloten;4;6;425.000;141;450;1999;1060RZ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002318157/eurokade
"
166;16-03-2018;('4.8543895600', '52.3700504400');['N', 'e', 'e'];Verkocht onder voorbehoud;Hoofdweg en omgeving;2;3;349.513;73;216;1994;1057SZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002332200/bartholomeus-diazstraat
"
167;09-03-2018;('4.8764663700', '52.3706869900');['N', 'e', 'e'];Verkocht onder voorbehoud;Jordaan;2;3;325.000;49;164;1900;1016TL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002317957/marnixstraat
"
168;15-03-2018;('4.9091303100', '52.3877292300');['N', 'e', 'e'];Verkocht onder voorbehoud;Volewijck;2;3;420.000;78;234;1919;1031EB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331182/van-der-pekstraat
"
169;> 3 maanden;('4.8732771300', '52.3836065100');['N', 'e', 'e'];Verkocht onder voorbehoud;Staatsliedenbuurt;2;3;549.000;90;315;1901;1051GL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002295962/bentinckstraat
"
170;08-05-2018;('4.8487003800', '52.3488225700');['Ja', 'achtertuin'];Beschikbaar;Hoofddorppleinbuurt;2;3;499.000;74;211;1929;1059AD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373332/aalsmeerweg
"
171;> 3 maanden;('4.8744649000', '52.3748846000');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Frederik Hendrikbuurt;2;4;575.000;99;366;1929;1052JW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002268659/van-oldenbarneveldtstraat
"
172;10-04-2018;('4.8461237600', '52.3771851600');['N', 'e', 'e'];Beschikbaar;Westindische buurt;2;3;439.000;98;310;2009;1055SC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350443/hoofdweg
"
173;01-03-2018;('4.9122403600', '52.3524560200');['N', 'e', 'e'];Verkocht onder voorbehoud;Weesperzijde;2;3;375.000;61;163;1903;1091TE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002339148/graaf-florisstraat
"
174;27-03-2018;('4.8449488000', '52.3507647800');['N', 'e', 'e'];Beschikbaar;Westlandgracht;2;3;475.000;97;314;2000;1059WD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380061/de-lierhof
"
175;07-05-2018;('4.7964199300', '52.3534086000');['N', 'e', 'e'];Beschikbaar;Osdorp-Midden;2;3;259.000;71;222;1983;1069RD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377905/rosa-manusstraat
"
176;01-05-2018;('4.8858465900', '52.3650606900');['N', 'e', 'e'];Beschikbaar;Grachtengordel-Zuid;2;3;899.000;91;297;1906;1017GM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366828/kerkstraat
"
177;20-03-2018;('4.9028107900', '52.3422886100');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Rijnbuurt;3;4;630.000;89;300;1938;1079GM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002334234/kinderdijkstraat
"
178;> 3 maanden;('4.8672783400', '52.3665845500');['N', 'e', 'e'];Beschikbaar;Van Lennepbuurt;3;1;275.000;42;300;1894;1053BZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002349385/ten-katestraat
"
179;> 3 maanden;('4.8614056300', '52.3616063600');['N', 'e', 'e'];Verkocht onder voorbehoud;Overtoomse Sluis;3;2;275.000;51;125;1906;1054XD;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329159/kanaalstraat
"
180;> 3 maanden;('4.9016641300', '52.3545521900');['N', 'e', 'e'];Verkocht onder voorbehoud;Oude Pijp;1;2;250.000;38;93;1906;1074AE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002253034/van-woustraat
"
181;18-05-2018;('4.8512845600', '52.3827630500');['Ja', 'achtertuin'];Beschikbaar;Landlust;3;5;720.000;140;457;1913;1055ND;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382126/admiraal-de-ruijterweg
"
182;> 3 maanden;('4.8866873000', '52.3718990400');['N', 'e', 'e'];Beschikbaar;Grachtengordel-West;2;5;995.000;158;474;1750;1016BV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002301016/herengracht
"
183;19-04-2018;('4.8636735400', '52.3746935700');['N', 'e', 'e'];Verkocht onder voorbehoud;De Krommert;2;3;300.000;49;130;1906;1056KP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373371/geuzenkade
"
184;17-04-2018;('4.8439925500', '52.3629388200');['N', 'e', 'e'];Verkocht onder voorbehoud;Overtoomse Veld;2;2;252.500;59;175;1972;1058EM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356178/nachtwachtlaan
"
185;18-05-2018;('4.7999810900', '52.3771271000');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;360.000;99;235;1957;1067LN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382946/goeman-borgesiusstraat
"
186;10-04-2018;('4.9244374600', '52.3763936500');['N', 'e', 'e'];Verkocht onder voorbehoud;Oostelijk Havengebied;2;3;495.000;89;287;2005;1019HD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350842/veembroederhof
"
187;> 3 maanden;('4.8545481200', '52.3617374900');['N', 'e', 'e'];Beschikbaar;Westindische buurt;4;6;599.000;115;334;1906;1058VN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002063248/paramaribostraat
"
188;17-05-2018;('4.8496269100', '52.3559361100');['Ja', 'zonneterras'];Beschikbaar;Hoofddorppleinbuurt;2;3;445.000;64;196;1931;1058KS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380723/warmondstraat
"
189;02-05-2018;('4.9106894300', '52.3684029900');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Weesperbuurt/Plantage;3;5;1.300.000;164;602;1931;1018SV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372673/plantage-parklaan
"
190;09-03-2018;('4.9227210200', '52.4084728600');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Banne Buiksloot;2;3;225.000;75;272;1976;1034LM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002318410/bramzeilhof
"
191;> 3 maanden;('4.8810972200', '52.3251569100');['N', 'e', 'e'];Verkocht onder voorbehoud;Buitenveldert-Oost;2;3;460.000;100;276;1988;1083DB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002298962/kanteel
"
192;> 3 maanden;('4.8046187400', '52.3773657200');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;235.000;85;259;2004;1067XW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002244824/burgemeester-roellstraat
"
193;03-05-2018;('4.8816105000', '52.3870127700');['N', 'e', 'e'];Beschikbaar;Spaarndammer- en Zeeheldenbuurt;1;2;225.000;37;120;1909;1013SW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371363/spaarndammerstraat
"
194;> 3 maanden;('4.9012603800', '52.3766782900');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;2;3;549.000;68;182;1940;1012AE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002269382/prins-hendrikkade
"
195;> 3 maanden;('4.9012603800', '52.3766782900');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;2;3;549.000;68;182;1940;1012AE;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002313860/pirolastraat
"
196;> 3 maanden;('4.8928392400', '52.3601060400');['N', 'e', 'e'];Beschikbaar;Jordaan;2;5;479.000;80;160;1924;1017XA;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380083/lijnbaansgracht
"
197;02-05-2018;('4.9815885200', '52.3271888400');['Ja'];Beschikbaar;Bijlmer-Oost (E, G, K);4;5;419.000;156;160;1978;1103RB;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002367609/geerdinkhof
"
198;> 3 maanden;('4.8946698700', '52.3763724400');['N', 'e', 'e'];Beschikbaar;Burgwallen-Nieuwe Zijde;2;4;499.000;67;260;1978;1012PV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002288021/nieuwezijds-kolk
"
199;15-03-2018;('4.9318752500', '52.3714343200');['N', 'e', 'e'];Verkocht onder voorbehoud;Oostelijke Eilanden/Kadijken;2;1;215.000;43;134;2003;1018PX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002332282/czaar-peterstraat
"
200;> 3 maanden;('4.8805493000', '52.3731851400');['N', 'e', 'e'];Bieding;Jordaan;2;1;450.000;43;134;2003;1016LT;"https://www.pararius.nl/overig-te-koop/amsterdam/PB0002359985/rozengracht
"
201;> 3 maanden;('4.8228069600', '52.3618240900');['N', 'e', 'e'];Beschikbaar;Slotervaart;2;1;37.500;43;134;2003;1065BA;"https://www.pararius.nl/overig-te-koop/amsterdam/PB0002307224/bakhuizen-van-den-brinkhof
"
202;15-05-2018;('4.8625210000', '52.3529471200');['N', 'e', 'e'];Beschikbaar;Willemspark;4;7;2.300.000;283;1.132;2003;1075CN;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002377314/koninginneweg
"
203;> 3 maanden;('4.9826572400', '52.2935962100');['N', 'e', 'e'];Beschikbaar;Gein;3;4;200.000;91;1.132;1983;1107LA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002369737/steenderenstraat
"
204;> 3 maanden;('4.8268957000', '52.3437960400');['N', 'e', 'e'];Beschikbaar;Sloten- en Riekerpolder;2;3;299.500;79;237;1992;1066GG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373230/duke-ellingtonstraat
"
205;> 3 maanden;('4.9396874300', '52.3510260700');['N', 'e', 'e'];Verkocht onder voorbehoud;Middenmeer;4;5;650.000;111;344;1929;1098PD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002295916/johannes-van-der-waalsstraat
"
206;16-04-2018;('4.9575022600', '52.3195271400');['Ja'];Beschikbaar;Bijlmer-Centrum (D, F, H);3;4;349.000;141;526;2002;1102JP;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002354707/janusz-korczakstraat
"
207;> 3 maanden;('4.9206712300', '52.3388169700');['N', 'e', 'e'];Beschikbaar;De Omval;3;1;189.000;28;95;2014;1096GJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002354809/welnastraat
"
208;> 3 maanden;('4.8761357600', '52.3853625000');['N', 'e', 'e'];Verkocht onder voorbehoud;Centrale Markt;3;5;495.000;105;342;1983;1051KR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002274695/haarlemmerweg
"
